♥4,♠4,♣7,♥6,♣3 | Pair
♥4,♠4,♣7,♠2,♣2 | Two Pairs
♥4,♠4,♣7,♠2,♥Q | Pair
♥4,♠4,♣7,♦10,♣2 | Pair
♥4,♠4,♣7,♦10,♥Q | Pair
♥4,♠4,♣7,♣2,♥Q | Pair
♥4,♠4,♥6,♣3,♠3 | Two Pairs
♥4,♠4,♥6,♣3,♦8 | Pair
♥4,♠4,♥6,♣3,♦2 | Pair
♥4,♠4,♥6,♣3,♠8 | Pair
♥4,♠4,♥6,♣3,♥J | Pair
♥4,♠4,♥6,♣3,♠2 | Pair
♥4,♠4,♥6,♣3,♦10 | Pair
♥4,♠4,♥6,♣3,♣2 | Pair
♥4,♠4,♥6,♣3,♥Q | Pair
♥4,♠4,♥6,♠3,♦8 | Pair
♥4,♠4,♥6,♠3,♦2 | Pair
♥4,♠4,♥6,♠3,♠8 | Pair
♥4,♠4,♥6,♠3,♥J | Pair
♥4,♠4,♥6,♠3,♠2 | Pair
♥4,♠4,♥6,♠3,♦10 | Pair
♥4,♠4,♥6,♠3,♣2 | Pair
♥4,♠4,♥6,♠3,♥Q | Pair
♥4,♠4,♥6,♦8,♦2 | Pair
♥4,♠4,♥6,♦8,♠8 | Two Pairs
♥4,♠4,♥6,♦8,♥J | Pair
♥4,♠4,♥6,♦8,♠2 | Pair
♥4,♠4,♥6,♦8,♦10 | Pair
♥4,♠4,♥6,♦8,♣2 | Pair
♥4,♠4,♥6,♦8,♥Q | Pair
♥4,♠4,♥6,♦2,♠8 | Pair
♥4,♠4,♥6,♦2,♥J | Pair
♥4,♠4,♥6,♦2,♠2 | Two Pairs
♥4,♠4,♥6,♦2,♦10 | Pair
♥4,♠4,♥6,♦2,♣2 | Two Pairs
♥4,♠4,♥6,♦2,♥Q | Pair
♥4,♠4,♥6,♠8,♥J | Pair
♥4,♠4,♥6,♠8,♠2 | Pair
♥4,♠4,♥6,♠8,♦10 | Pair
♥4,♠4,♥6,♠8,♣2 | Pair
♥4,♠4,♥6,♠8,♥Q | Pair
♥4,♠4,♥6,♥J,♠2 | Pair
♥4,♠4,♥6,♥J,♦10 | Pair
♥4,♠4,♥6,♥J,♣2 | Pair
♥4,♠4,♥6,♥J,♥Q | Pair
♥4,♠4,♥6,♠2,♦10 | Pair
♥4,♠4,♥6,♠2,♣2 | Two Pairs
♥4,♠4,♥6,♠2,♥Q | Pair
♥4,♠4,♥6,♦10,♣2 | Pair
♥4,♠4,♥6,♦10,♥Q | Pair
♥4,♠4,♥6,♣2,♥Q | Pair
♥4,♠4,♣3,♠3,♦8 | Two Pairs
♥4,♠4,♣3,♠3,♦2 | Two Pairs
♥4,♠4,♣3,♠3,♠8 | Two Pairs
♥4,♠4,♣3,♠3,♥J | Two Pairs
♥4,♠4,♣3,♠3,♠2 | Two Pairs
♥4,♠4,♣3,♠3,♦10 | Two Pairs
♥4,♠4,♣3,♠3,♣2 | Two Pairs
♥4,♠4,♣3,♠3,♥Q | Two Pairs
♥4,♠4,♣3,♦8,♦2 | Pair
♥4,♠4,♣3,♦8,♠8 | Two Pairs
♥4,♠4,♣3,♦8,♥J | Pair
♥4,♠4,♣3,♦8,♠2 | Pair
♥4,♠4,♣3,♦8,♦10 | Pair
♥4,♠4,♣3,♦8,♣2 | Pair
♥4,♠4,♣3,♦8,♥Q | Pair
♥4,♠4,♣3,♦2,♠8 | Pair
♥4,♠4,♣3,♦2,♥J | Pair
♥4,♠4,♣3,♦2,♠2 | Two Pairs
♥4,♠4,♣3,♦2,♦10 | Pair
♥4,♠4,♣3,♦2,♣2 | Two Pairs
♥4,♠4,♣3,♦2,♥Q | Pair
♥4,♠4,♣3,♠8,♥J | Pair
♥4,♠4,♣3,♠8,♠2 | Pair
♥4,♠4,♣3,♠8,♦10 | Pair
♥4,♠4,♣3,♠8,♣2 | Pair
♥4,♠4,♣3,♠8,♥Q | Pair
♥4,♠4,♣3,♥J,♠2 | Pair
♥4,♠4,♣3,♥J,♦10 | Pair
♥4,♠4,♣3,♥J,♣2 | Pair
♥4,♠4,♣3,♥J,♥Q | Pair
♥4,♠4,♣3,♠2,♦10 | Pair
♥4,♠4,♣3,♠2,♣2 | Two Pairs
♥4,♠4,♣3,♠2,♥Q | Pair
♥4,♠4,♣3,♦10,♣2 | Pair
♥4,♠4,♣3,♦10,♥Q | Pair
♥4,♠4,♣3,♣2,♥Q | Pair
♥4,♠4,♠3,♦8,♦2 | Pair
♥4,♠4,♠3,♦8,♠8 | Two Pairs
♥4,♠4,♠3,♦8,♥J | Pair
♥4,♠4,♠3,♦8,♠2 | Pair
♥4,♠4,♠3,♦8,♦10 | Pair
♥4,♠4,♠3,♦8,♣2 | Pair
♥4,♠4,♠3,♦8,♥Q | Pair
♥4,♠4,♠3,♦2,♠8 | Pair
♥4,♠4,♠3,♦2,♥J | Pair
♥4,♠4,♠3,♦2,♠2 | Two Pairs
♥4,♠4,♠3,♦2,♦10 | Pair
♥4,♠4,♠3,♦2,♣2 | Two Pairs
♥4,♠4,♠3,♦2,♥Q | Pair
♥4,♠4,♠3,♠8,♥J | Pair
♥4,♠4,♠3,♠8,♠2 | Pair
♥4,♠4,♠3,♠8,♦10 | Pair
♥4,♠4,♠3,♠8,♣2 | Pair
♥4,♠4,♠3,♠8,♥Q | Pair
♥4,♠4,♠3,♥J,♠2 | Pair
♥4,♠4,♠3,♥J,♦10 | Pair
♥4,♠4,♠3,♥J,♣2 | Pair
♥4,♠4,♠3,♥J,♥Q | Pair
♥4,♠4,♠3,♠2,♦10 | Pair
♥4,♠4,♠3,♠2,♣2 | Two Pairs
♥4,♠4,♠3,♠2,♥Q | Pair
♥4,♠4,♠3,♦10,♣2 | Pair
♥4,♠4,♠3,♦10,♥Q | Pair
♥4,♠4,♠3,♣2,♥Q | Pair
♥4,♠4,♦8,♦2,♠8 | Two Pairs
♥4,♠4,♦8,♦2,♥J | Pair
♥4,♠4,♦8,♦2,♠2 | Two Pairs
♥4,♠4,♦8,♦2,♦10 | Pair
♥4,♠4,♦8,♦2,♣2 | Two Pairs
♥4,♠4,♦8,♦2,♥Q | Pair
♥4,♠4,♦8,♠8,♥J | Two Pairs
♥4,♠4,♦8,♠8,♠2 | Two Pairs
♥4,♠4,♦8,♠8,♦10 | Two Pairs
♥4,♠4,♦8,♠8,♣2 | Two Pairs
♥4,♠4,♦8,♠8,♥Q | Two Pairs
♥4,♠4,♦8,♥J,♠2 | Pair
♥4,♠4,♦8,♥J,♦10 | Pair
♥4,♠4,♦8,♥J,♣2 | Pair
♥4,♠4,♦8,♥J,♥Q | Pair
♥4,♠4,♦8,♠2,♦10 | Pair
♥4,♠4,♦8,♠2,♣2 | Two Pairs
♥4,♠4,♦8,♠2,♥Q | Pair
♥4,♠4,♦8,♦10,♣2 | Pair
♥4,♠4,♦8,♦10,♥Q | Pair
♥4,♠4,♦8,♣2,♥Q | Pair
♥4,♠4,♦2,♠8,♥J | Pair
♥4,♠4,♦2,♠8,♠2 | Two Pairs
♥4,♠4,♦2,♠8,♦10 | Pair
♥4,♠4,♦2,♠8,♣2 | Two Pairs
♥4,♠4,♦2,♠8,♥Q | Pair
♥4,♠4,♦2,♥J,♠2 | Two Pairs
♥4,♠4,♦2,♥J,♦10 | Pair
♥4,♠4,♦2,♥J,♣2 | Two Pairs
♥4,♠4,♦2,♥J,♥Q | Pair
♥4,♠4,♦2,♠2,♦10 | Two Pairs
♥4,♠4,♦2,♠2,♣2 | Full House
♥4,♠4,♦2,♠2,♥Q | Two Pairs
♥4,♠4,♦2,♦10,♣2 | Two Pairs
♥4,♠4,♦2,♦10,♥Q | Pair
♥4,♠4,♦2,♣2,♥Q | Two Pairs
♥4,♠4,♠8,♥J,♠2 | Pair
♥4,♠4,♠8,♥J,♦10 | Pair
♥4,♠4,♠8,♥J,♣2 | Pair
♥4,♠4,♠8,♥J,♥Q | Pair
♥4,♠4,♠8,♠2,♦10 | Pair
♥4,♠4,♠8,♠2,♣2 | Two Pairs
♥4,♠4,♠8,♠2,♥Q | Pair
♥4,♠4,♠8,♦10,♣2 | Pair
♥4,♠4,♠8,♦10,♥Q | Pair
♥4,♠4,♠8,♣2,♥Q | Pair
♥4,♠4,♥J,♠2,♦10 | Pair
♥4,♠4,♥J,♠2,♣2 | Two Pairs
♥4,♠4,♥J,♠2,♥Q | Pair
♥4,♠4,♥J,♦10,♣2 | Pair
♥4,♠4,♥J,♦10,♥Q | Pair
♥4,♠4,♥J,♣2,♥Q | Pair
♥4,♠4,♠2,♦10,♣2 | Two Pairs
♥4,♠4,♠2,♦10,♥Q | Pair
♥4,♠4,♠2,♣2,♥Q | Two Pairs
♥4,♠4,♦10,♣2,♥Q | Pair
♥4,♣7,♥6,♣3,♠3 | Pair
♥4,♣7,♥6,♦8,♠8 | Pair
♥4,♣7,♥6,♦2,♠2 | Pair
♥4,♣7,♥6,♦2,♣2 | Pair
♥4,♣7,♥6,♠2,♣2 | Pair
♥4,♣7,♣3,♠3,♦8 | Pair
♥4,♣7,♣3,♠3,♦2 | Pair
♥4,♣7,♣3,♠3,♠8 | Pair
♥4,♣7,♣3,♠3,♥J | Pair
♥4,♣7,♣3,♠3,♠2 | Pair
♥4,♣7,♣3,♠3,♦10 | Pair
♥4,♣7,♣3,♠3,♣2 | Pair
♥4,♣7,♣3,♠3,♥Q | Pair
♥4,♣7,♣3,♦8,♠8 | Pair
♥4,♣7,♣3,♦2,♠2 | Pair
♥4,♣7,♣3,♦2,♣2 | Pair
♥4,♣7,♣3,♠2,♣2 | Pair
♥4,♣7,♠3,♦8,♠8 | Pair
♥4,♣7,♠3,♦2,♠2 | Pair
♥4,♣7,♠3,♦2,♣2 | Pair
♥4,♣7,♠3,♠2,♣2 | Pair
♥4,♣7,♦8,♦2,♠8 | Pair
♥4,♣7,♦8,♦2,♠2 | Pair
♥4,♣7,♦8,♦2,♣2 | Pair
♥4,♣7,♦8,♠8,♥J | Pair
♥4,♣7,♦8,♠8,♠2 | Pair
♥4,♣7,♦8,♠8,♦10 | Pair
♥4,♣7,♦8,♠8,♣2 | Pair
♥4,♣7,♦8,♠8,♥Q | Pair
♥4,♣7,♦8,♠2,♣2 | Pair
♥4,♣7,♦2,♠8,♠2 | Pair
♥4,♣7,♦2,♠8,♣2 | Pair
♥4,♣7,♦2,♥J,♠2 | Pair
♥4,♣7,♦2,♥J,♣2 | Pair
♥4,♣7,♦2,♠2,♦10 | Pair
♥4,♣7,♦2,♠2,♣2 | Three Of A Kind
♥4,♣7,♦2,♠2,♥Q | Pair
♥4,♣7,♦2,♦10,♣2 | Pair
♥4,♣7,♦2,♣2,♥Q | Pair
♥4,♣7,♠8,♠2,♣2 | Pair
♥4,♣7,♥J,♠2,♣2 | Pair
♥4,♣7,♠2,♦10,♣2 | Pair
♥4,♣7,♠2,♣2,♥Q | Pair
♥4,♥6,♣3,♠3,♦8 | Pair
♥4,♥6,♣3,♠3,♦2 | Pair
♥4,♥6,♣3,♠3,♠8 | Pair
♥4,♥6,♣3,♠3,♥J | Pair
♥4,♥6,♣3,♠3,♠2 | Pair
♥4,♥6,♣3,♠3,♦10 | Pair
♥4,♥6,♣3,♠3,♣2 | Pair
♥4,♥6,♣3,♠3,♥Q | Pair
♥4,♥6,♣3,♦8,♠8 | Pair
♥4,♥6,♣3,♦2,♠2 | Pair
♥4,♥6,♣3,♦2,♣2 | Pair
♥4,♥6,♣3,♠2,♣2 | Pair
♥4,♥6,♠3,♦8,♠8 | Pair
♥4,♥6,♠3,♦2,♠2 | Pair
♥4,♥6,♠3,♦2,♣2 | Pair
♥4,♥6,♠3,♠2,♣2 | Pair
♥4,♥6,♦8,♦2,♠8 | Pair
♥4,♥6,♦8,♦2,♠2 | Pair
♥4,♥6,♦8,♦2,♣2 | Pair
♥4,♥6,♦8,♠8,♥J | Pair
♥4,♥6,♦8,♠8,♠2 | Pair
♥4,♥6,♦8,♠8,♦10 | Pair
♥4,♥6,♦8,♠8,♣2 | Pair
♥4,♥6,♦8,♠8,♥Q | Pair
♥4,♥6,♦8,♠2,♣2 | Pair
♥4,♥6,♦2,♠8,♠2 | Pair
♥4,♥6,♦2,♠8,♣2 | Pair
♥4,♥6,♦2,♥J,♠2 | Pair
♥4,♥6,♦2,♥J,♣2 | Pair
♥4,♥6,♦2,♠2,♦10 | Pair
♥4,♥6,♦2,♠2,♣2 | Three Of A Kind
♥4,♥6,♦2,♠2,♥Q | Pair
♥4,♥6,♦2,♦10,♣2 | Pair
♥4,♥6,♦2,♣2,♥Q | Pair
♥4,♥6,♠8,♠2,♣2 | Pair
♥4,♥6,♥J,♠2,♣2 | Pair
♥4,♥6,♠2,♦10,♣2 | Pair
♥4,♥6,♠2,♣2,♥Q | Pair
♥4,♣3,♠3,♦8,♦2 | Pair
♥4,♣3,♠3,♦8,♠8 | Two Pairs
♥4,♣3,♠3,♦8,♥J | Pair
♥4,♣3,♠3,♦8,♠2 | Pair
♥4,♣3,♠3,♦8,♦10 | Pair
♥4,♣3,♠3,♦8,♣2 | Pair
♥4,♣3,♠3,♦8,♥Q | Pair
♥4,♣3,♠3,♦2,♠8 | Pair
♥4,♣3,♠3,♦2,♥J | Pair
♥4,♣3,♠3,♦2,♠2 | Two Pairs
♥4,♣3,♠3,♦2,♦10 | Pair
♥4,♣3,♠3,♦2,♣2 | Two Pairs
♥4,♣3,♠3,♦2,♥Q | Pair
♥4,♣3,♠3,♠8,♥J | Pair
♥4,♣3,♠3,♠8,♠2 | Pair
♥4,♣3,♠3,♠8,♦10 | Pair
♥4,♣3,♠3,♠8,♣2 | Pair
♥4,♣3,♠3,♠8,♥Q | Pair
♥4,♣3,♠3,♥J,♠2 | Pair
♥4,♣3,♠3,♥J,♦10 | Pair
♥4,♣3,♠3,♥J,♣2 | Pair
♥4,♣3,♠3,♥J,♥Q | Pair
♥4,♣3,♠3,♠2,♦10 | Pair
♥4,♣3,♠3,♠2,♣2 | Two Pairs
♥4,♣3,♠3,♠2,♥Q | Pair
♥4,♣3,♠3,♦10,♣2 | Pair
♥4,♣3,♠3,♦10,♥Q | Pair
♥4,♣3,♠3,♣2,♥Q | Pair
♥4,♣3,♦8,♦2,♠8 | Pair
♥4,♣3,♦8,♦2,♠2 | Pair
♥4,♣3,♦8,♦2,♣2 | Pair
♥4,♣3,♦8,♠8,♥J | Pair
♥4,♣3,♦8,♠8,♠2 | Pair
♥4,♣3,♦8,♠8,♦10 | Pair
♥4,♣3,♦8,♠8,♣2 | Pair
♥4,♣3,♦8,♠8,♥Q | Pair
♥4,♣3,♦8,♠2,♣2 | Pair
♥4,♣3,♦2,♠8,♠2 | Pair
♥4,♣3,♦2,♠8,♣2 | Pair
♥4,♣3,♦2,♥J,♠2 | Pair
♥4,♣3,♦2,♥J,♣2 | Pair
♥4,♣3,♦2,♠2,♦10 | Pair
♥4,♣3,♦2,♠2,♣2 | Three Of A Kind
♥4,♣3,♦2,♠2,♥Q | Pair
♥4,♣3,♦2,♦10,♣2 | Pair
♥4,♣3,♦2,♣2,♥Q | Pair
♥4,♣3,♠8,♠2,♣2 | Pair
♥4,♣3,♥J,♠2,♣2 | Pair
♥4,♣3,♠2,♦10,♣2 | Pair
♥4,♣3,♠2,♣2,♥Q | Pair
♥4,♠3,♦8,♦2,♠8 | Pair
♥4,♠3,♦8,♦2,♠2 | Pair
♥4,♠3,♦8,♦2,♣2 | Pair
♥4,♠3,♦8,♠8,♥J | Pair
♥4,♠3,♦8,♠8,♠2 | Pair
♥4,♠3,♦8,♠8,♦10 | Pair
♥4,♠3,♦8,♠8,♣2 | Pair
♥4,♠3,♦8,♠8,♥Q | Pair
♥4,♠3,♦8,♠2,♣2 | Pair
♥4,♠3,♦2,♠8,♠2 | Pair
♥4,♠3,♦2,♠8,♣2 | Pair
♥4,♠3,♦2,♥J,♠2 | Pair
♥4,♠3,♦2,♥J,♣2 | Pair
♥4,♠3,♦2,♠2,♦10 | Pair
♥4,♠3,♦2,♠2,♣2 | Three Of A Kind
♥4,♠3,♦2,♠2,♥Q | Pair
♥4,♠3,♦2,♦10,♣2 | Pair
♥4,♠3,♦2,♣2,♥Q | Pair
♥4,♠3,♠8,♠2,♣2 | Pair
♥4,♠3,♥J,♠2,♣2 | Pair
♥4,♠3,♠2,♦10,♣2 | Pair
♥4,♠3,♠2,♣2,♥Q | Pair
♥4,♦8,♦2,♠8,♥J | Pair
♥4,♦8,♦2,♠8,♠2 | Two Pairs
♥4,♦8,♦2,♠8,♦10 | Pair
♥4,♦8,♦2,♠8,♣2 | Two Pairs
♥4,♦8,♦2,♠8,♥Q | Pair
♥4,♦8,♦2,♥J,♠2 | Pair
♥4,♦8,♦2,♥J,♣2 | Pair
♥4,♦8,♦2,♠2,♦10 | Pair
♥4,♦8,♦2,♠2,♣2 | Three Of A Kind
♥4,♦8,♦2,♠2,♥Q | Pair
♥4,♦8,♦2,♦10,♣2 | Pair
♥4,♦8,♦2,♣2,♥Q | Pair
♥4,♦8,♠8,♥J,♠2 | Pair
♥4,♦8,♠8,♥J,♦10 | Pair
♥4,♦8,♠8,♥J,♣2 | Pair
♥4,♦8,♠8,♥J,♥Q | Pair
♥4,♦8,♠8,♠2,♦10 | Pair
♥4,♦8,♠8,♠2,♣2 | Two Pairs
♥4,♦8,♠8,♠2,♥Q | Pair
♥4,♦8,♠8,♦10,♣2 | Pair
♥4,♦8,♠8,♦10,♥Q | Pair
♥4,♦8,♠8,♣2,♥Q | Pair
♥4,♦8,♥J,♠2,♣2 | Pair
♥4,♦8,♠2,♦10,♣2 | Pair
♥4,♦8,♠2,♣2,♥Q | Pair
♥4,♦2,♠8,♥J,♠2 | Pair
♥4,♦2,♠8,♥J,♣2 | Pair
♥4,♦2,♠8,♠2,♦10 | Pair
♥4,♦2,♠8,♠2,♣2 | Three Of A Kind
♥4,♦2,♠8,♠2,♥Q | Pair
♥4,♦2,♠8,♦10,♣2 | Pair
♥4,♦2,♠8,♣2,♥Q | Pair
♥4,♦2,♥J,♠2,♦10 | Pair
♥4,♦2,♥J,♠2,♣2 | Three Of A Kind
♥4,♦2,♥J,♠2,♥Q | Pair
♥4,♦2,♥J,♦10,♣2 | Pair
♥4,♦2,♥J,♣2,♥Q | Pair
♥4,♦2,♠2,♦10,♣2 | Three Of A Kind
♥4,♦2,♠2,♦10,♥Q | Pair
♥4,♦2,♠2,♣2,♥Q | Three Of A Kind
♥4,♦2,♦10,♣2,♥Q | Pair
♥4,♠8,♥J,♠2,♣2 | Pair
♥4,♠8,♠2,♦10,♣2 | Pair
♥4,♠8,♠2,♣2,♥Q | Pair
♥4,♥J,♠2,♦10,♣2 | Pair
♥4,♥J,♠2,♣2,♥Q | Pair
♥4,♠2,♦10,♣2,♥Q | Pair
♠4,♣7,♥6,♣3,♠3 | Pair
♠4,♣7,♥6,♦8,♠8 | Pair
♠4,♣7,♥6,♦2,♠2 | Pair
♠4,♣7,♥6,♦2,♣2 | Pair
♠4,♣7,♥6,♠2,♣2 | Pair
♠4,♣7,♣3,♠3,♦8 | Pair
♠4,♣7,♣3,♠3,♦2 | Pair
♠4,♣7,♣3,♠3,♠8 | Pair
♠4,♣7,♣3,♠3,♥J | Pair
♠4,♣7,♣3,♠3,♠2 | Pair
♠4,♣7,♣3,♠3,♦10 | Pair
♠4,♣7,♣3,♠3,♣2 | Pair
♠4,♣7,♣3,♠3,♥Q | Pair
♠4,♣7,♣3,♦8,♠8 | Pair
♠4,♣7,♣3,♦2,♠2 | Pair
♠4,♣7,♣3,♦2,♣2 | Pair
♠4,♣7,♣3,♠2,♣2 | Pair
♠4,♣7,♠3,♦8,♠8 | Pair
♠4,♣7,♠3,♦2,♠2 | Pair
♠4,♣7,♠3,♦2,♣2 | Pair
♠4,♣7,♠3,♠2,♣2 | Pair
♠4,♣7,♦8,♦2,♠8 | Pair
♠4,♣7,♦8,♦2,♠2 | Pair
♠4,♣7,♦8,♦2,♣2 | Pair
♠4,♣7,♦8,♠8,♥J | Pair
♠4,♣7,♦8,♠8,♠2 | Pair
♠4,♣7,♦8,♠8,♦10 | Pair
♠4,♣7,♦8,♠8,♣2 | Pair
♠4,♣7,♦8,♠8,♥Q | Pair
♠4,♣7,♦8,♠2,♣2 | Pair
♠4,♣7,♦2,♠8,♠2 | Pair
♠4,♣7,♦2,♠8,♣2 | Pair
♠4,♣7,♦2,♥J,♠2 | Pair
♠4,♣7,♦2,♥J,♣2 | Pair
♠4,♣7,♦2,♠2,♦10 | Pair
♠4,♣7,♦2,♠2,♣2 | Three Of A Kind
♠4,♣7,♦2,♠2,♥Q | Pair
♠4,♣7,♦2,♦10,♣2 | Pair
♠4,♣7,♦2,♣2,♥Q | Pair
♠4,♣7,♠8,♠2,♣2 | Pair
♠4,♣7,♥J,♠2,♣2 | Pair
♠4,♣7,♠2,♦10,♣2 | Pair
♠4,♣7,♠2,♣2,♥Q | Pair
♠4,♥6,♣3,♠3,♦8 | Pair
♠4,♥6,♣3,♠3,♦2 | Pair
♠4,♥6,♣3,♠3,♠8 | Pair
♠4,♥6,♣3,♠3,♥J | Pair
♠4,♥6,♣3,♠3,♠2 | Pair
♠4,♥6,♣3,♠3,♦10 | Pair
♠4,♥6,♣3,♠3,♣2 | Pair
♠4,♥6,♣3,♠3,♥Q | Pair
♠4,♥6,♣3,♦8,♠8 | Pair
♠4,♥6,♣3,♦2,♠2 | Pair
♠4,♥6,♣3,♦2,♣2 | Pair
♠4,♥6,♣3,♠2,♣2 | Pair
♠4,♥6,♠3,♦8,♠8 | Pair
♠4,♥6,♠3,♦2,♠2 | Pair
♠4,♥6,♠3,♦2,♣2 | Pair
♠4,♥6,♠3,♠2,♣2 | Pair
♠4,♥6,♦8,♦2,♠8 | Pair
♠4,♥6,♦8,♦2,♠2 | Pair
♠4,♥6,♦8,♦2,♣2 | Pair
♠4,♥6,♦8,♠8,♥J | Pair
♠4,♥6,♦8,♠8,♠2 | Pair
♠4,♥6,♦8,♠8,♦10 | Pair
♠4,♥6,♦8,♠8,♣2 | Pair
♠4,♥6,♦8,♠8,♥Q | Pair
♠4,♥6,♦8,♠2,♣2 | Pair
♠4,♥6,♦2,♠8,♠2 | Pair
♠4,♥6,♦2,♠8,♣2 | Pair
♠4,♥6,♦2,♥J,♠2 | Pair
♠4,♥6,♦2,♥J,♣2 | Pair
♠4,♥6,♦2,♠2,♦10 | Pair
♠4,♥6,♦2,♠2,♣2 | Three Of A Kind
♠4,♥6,♦2,♠2,♥Q | Pair
♠4,♥6,♦2,♦10,♣2 | Pair
♠4,♥6,♦2,♣2,♥Q | Pair
♠4,♥6,♠8,♠2,♣2 | Pair
♠4,♥6,♥J,♠2,♣2 | Pair
♠4,♥6,♠2,♦10,♣2 | Pair
♠4,♥6,♠2,♣2,♥Q | Pair
♠4,♣3,♠3,♦8,♦2 | Pair
♠4,♣3,♠3,♦8,♠8 | Two Pairs
♠4,♣3,♠3,♦8,♥J | Pair
♠4,♣3,♠3,♦8,♠2 | Pair
♠4,♣3,♠3,♦8,♦10 | Pair
♠4,♣3,♠3,♦8,♣2 | Pair
♠4,♣3,♠3,♦8,♥Q | Pair
♠4,♣3,♠3,♦2,♠8 | Pair
♠4,♣3,♠3,♦2,♥J | Pair
♠4,♣3,♠3,♦2,♠2 | Two Pairs
♠4,♣3,♠3,♦2,♦10 | Pair
♠4,♣3,♠3,♦2,♣2 | Two Pairs
♠4,♣3,♠3,♦2,♥Q | Pair
♠4,♣3,♠3,♠8,♥J | Pair
♠4,♣3,♠3,♠8,♠2 | Pair
♠4,♣3,♠3,♠8,♦10 | Pair
♠4,♣3,♠3,♠8,♣2 | Pair
♠4,♣3,♠3,♠8,♥Q | Pair
♠4,♣3,♠3,♥J,♠2 | Pair
♠4,♣3,♠3,♥J,♦10 | Pair
♠4,♣3,♠3,♥J,♣2 | Pair
♠4,♣3,♠3,♥J,♥Q | Pair
♠4,♣3,♠3,♠2,♦10 | Pair
♠4,♣3,♠3,♠2,♣2 | Two Pairs
♠4,♣3,♠3,♠2,♥Q | Pair
♠4,♣3,♠3,♦10,♣2 | Pair
♠4,♣3,♠3,♦10,♥Q | Pair
♠4,♣3,♠3,♣2,♥Q | Pair
♠4,♣3,♦8,♦2,♠8 | Pair
♠4,♣3,♦8,♦2,♠2 | Pair
♠4,♣3,♦8,♦2,♣2 | Pair
♠4,♣3,♦8,♠8,♥J | Pair
♠4,♣3,♦8,♠8,♠2 | Pair
♠4,♣3,♦8,♠8,♦10 | Pair
♠4,♣3,♦8,♠8,♣2 | Pair
♠4,♣3,♦8,♠8,♥Q | Pair
♠4,♣3,♦8,♠2,♣2 | Pair
♠4,♣3,♦2,♠8,♠2 | Pair
♠4,♣3,♦2,♠8,♣2 | Pair
♠4,♣3,♦2,♥J,♠2 | Pair
♠4,♣3,♦2,♥J,♣2 | Pair
♠4,♣3,♦2,♠2,♦10 | Pair
♠4,♣3,♦2,♠2,♣2 | Three Of A Kind
♠4,♣3,♦2,♠2,♥Q | Pair
♠4,♣3,♦2,♦10,♣2 | Pair
♠4,♣3,♦2,♣2,♥Q | Pair
♠4,♣3,♠8,♠2,♣2 | Pair
♠4,♣3,♥J,♠2,♣2 | Pair
♠4,♣3,♠2,♦10,♣2 | Pair
♠4,♣3,♠2,♣2,♥Q | Pair
